Guest_ID,Gender,Frequent_Traveler,Age,Type,Flight_Class,Points,Room,Check-in/Check-out,F&B,Location,Wifi,Entertainment,Gym,Spa,Staff,Pool,Baggage_Handling,Reception,Cleanliness,Online_Booking,Deposit_Kept,Time_Room_Service,Repeater
14552,Female,1,13,Personal Travel,Eco,1951,5,5,5,5,4,3,2,5,5,5,5,3,5,4,0,0,1
22032,Female,1,44,Business travel,Eco,219,4,3,3,3,4,5,1,4,4,4,4,5,4,3,6,0,1
18155,Male,1,49,Business travel,Business,3119,3,2,2,2,3,4,4,3,3,3,3,3,3,4,0,0,0
21914,Female,1,17,Business travel,Business,2340,2,1,1,1,2,2,2,2,4,2,3,2,3,2,0,4.2,0
10553,Male,1,29,Business travel,Business,4808,2,2,2,2,4,4,4,4,4,2,2,3,5,4,2,0,1
12238,Male,1,25,Personal Travel,Eco,1854,1,5,1,3,2,1,2,2,4,5,5,3,5,2,0,0,0
13891,Male,1,40,Business travel,Business,616,1,1,1,1,3,4,4,4,4,4,4,3,4,3,6,0,1
12684,Female,0,43,Business travel,Eco,1902,1,1,1,3,5,1,5,5,2,5,1,3,3,5,5,0.5,0
14028,Female,1,42,Business travel,Business,305,0,0,0,3,5,3,3,2,2,2,2,5,2,1,0,0,1
22805,Female,1,62,Business travel,Business,2729,4,3,5,3,3,4,3,4,4,4,4,4,4,4,0,0,0
18003,Female,0,30,Business travel,Business,2577,4,4,4,1,1,4,1,1,5,3,4,5,4,1,0,0.7,1
14029,Male,1,51,Business travel,Business,3222,5,1,5,5,3,5,5,5,5,4,5,3,5,4,5,2.2,1
10371,Female,1,42,Business travel,Business,692,1,5,5,5,3,3,3,1,1,1,1,1,1,1,0,0,0
17484,Female,1,16,Personal Travel,Eco,2017,4,1,4,3,5,4,5,5,1,4,3,1,4,5,20,0.3,0
14937,Female,0,30,Business travel,Eco,2484,1,1,1,4,2,1,2,2,4,1,3,3,3,2,0,0,0
10049,Female,1,45,Business travel,Eco Plus,381,2,3,3,3,5,2,5,2,2,2,2,5,2,2,0,0.9,1
10925,Male,1,22,Personal Travel,Eco,2350,4,5,4,3,4,4,4,4,3,3,4,5,5,4,0,0,0
15876,Male,1,56,Business travel,Business,720,1,1,1,1,5,5,5,5,5,5,5,4,5,3,0,0,1
22440,Female,0,23,Business travel,Eco,1487,4,4,4,3,5,4,5,5,2,2,4,1,4,5,9,2,0
21537,Male,1,65,Business travel,Business,579,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0,1
19712,Female,1,27,Business travel,Business,2184,2,4,4,4,2,2,2,2,1,3,3,4,3,2,0,3.3,0
21539,Male,0,22,Business travel,Eco,1626,4,2,4,4,1,4,1,1,4,1,4,3,4,1,0,0,0
12855,Male,1,21,Personal Travel,Eco,2074,1,5,1,5,1,1,1,1,4,3,3,2,1,1,0,0,0
20572,Female,1,38,Business travel,Business,234,4,4,4,4,4,5,4,4,4,4,5,3,4,4,0,0,1
22685,Female,1,40,Business travel,Eco,2191,5,3,3,3,5,5,5,5,4,4,4,4,3,5,0,0,1
19215,Female,1,35,Personal Travel,Eco,2563,1,1,1,1,5,1,3,4,4,4,4,1,4,5,3,1.1,1
18018,Male,1,43,Personal Travel,Eco,1766,4,1,4,3,3,4,3,3,4,4,4,4,3,3,0,0,0
14391,Female,0,43,Business travel,Business,1876,3,3,3,4,5,3,5,5,4,5,5,3,4,5,0,0.4,0
17845,Female,1,38,Business travel,Business,2483,1,2,2,2,4,3,3,1,1,2,1,4,1,4,0,0,0
17705,Female,1,50,Business travel,Business,2439,3,3,3,3,3,4,5,4,4,5,4,3,4,3,2,0,1
10861,Male,1,53,Business travel,Business,823,2,2,2,2,4,5,4,4,4,4,4,3,4,4,0,0,1
18402,Female,1,38,Personal Travel,Eco,2497,2,2,2,2,3,4,4,4,4,4,4,4,4,5,0,0,1
16478,Female,1,50,Business travel,Eco,594,3,1,1,1,5,4,4,3,3,3,3,2,3,3,70,8.2,0
22988,Male,0,30,Business travel,Business,2142,0,0,0,2,5,0,5,5,5,3,4,4,4,5,0,0,1
14257,Female,1,37,Business travel,Business,4019,4,4,4,4,2,4,4,4,4,4,4,1,4,4,0,0,0
18688,Female,1,54,Business travel,Business,280,3,3,3,3,5,3,1,4,4,4,4,5,4,1,1,0,1
19340,Female,1,50,Personal Travel,Eco Plus,479,2,2,2,2,3,5,4,5,5,5,4,5,5,1,0,0,1
19536,Male,1,54,Business travel,Business,416,4,4,1,4,3,5,4,4,4,4,4,4,4,4,39,2.6,1
12709,Female,0,20,Business travel,Eco,1597,3,3,3,3,2,3,2,2,1,1,2,1,4,2,0,4.4,0
22512,Female,0,22,Business travel,Eco,1720,1,1,1,3,5,1,5,5,4,5,4,1,3,5,0,1.2,0
19957,Female,1,45,Personal Travel,Eco,2268,2,2,2,2,2,5,5,5,5,5,5,4,5,3,6,0,1
18201,Female,1,46,Business travel,Business,243,0,5,0,2,5,5,5,3,3,3,2,3,3,4,0,0,1
15240,Male,0,10,Business travel,Eco,2044,3,1,4,4,3,4,1,3,2,3,3,2,4,3,0,0,0
12696,Male,1,44,Business travel,Business,2137,3,3,3,3,5,2,2,5,5,5,5,4,5,2,0,0,1
15823,Female,1,57,Personal Travel,Eco,2264,4,3,3,3,2,5,2,4,4,4,4,1,4,4,0,0,1
15910,Male,1,68,Personal Travel,Eco,1679,3,5,3,3,1,3,1,1,5,5,5,3,4,1,0,0,0
16620,Male,1,53,Business travel,Eco,2303,4,5,5,5,4,4,4,4,2,3,5,2,3,4,9,0,1
13575,Male,0,30,Business travel,Eco,2127,2,2,2,3,3,2,3,3,1,4,4,4,3,3,7,1.3,0
15817,Male,1,47,Business travel,Business,3148,5,5,5,5,4,1,5,4,4,4,4,4,4,1,15,3,1
18086,Female,1,31,Business travel,Eco,2804,1,3,5,3,1,2,1,1,2,1,4,1,4,1,0,0,0
12712,Female,1,11,Personal Travel,Eco Plus,1501,5,5,5,5,5,5,5,5,5,2,1,4,1,5,0,0,1
18964,Female,1,19,Personal Travel,Eco,3781,2,2,2,2,4,3,1,4,4,4,4,3,4,2,0,0,1
16243,Female,1,42,Business travel,Business,3181,2,3,3,3,1,2,2,2,2,2,2,4,2,4,99,11.3,0
15405,Female,1,37,Personal Travel,Eco,1476,5,4,5,5,3,4,5,4,4,4,4,4,4,5,0,0,1
10468,Female,1,42,Business travel,Business,636,1,1,1,1,4,5,5,4,4,4,4,5,4,3,0,0,1
22922,Female,1,65,Personal Travel,Eco,337,2,2,2,2,4,3,3,4,4,4,4,4,4,3,5,0.3,1
21646,Male,1,16,Personal Travel,Eco,1467,2,5,2,3,3,2,3,3,4,5,5,3,4,3,0,0,0
13918,Male,1,35,Business travel,Business,3867,3,3,3,3,5,4,5,5,5,5,5,5,5,5,0,0,1
19720,Male,0,25,Business travel,Eco,2754,3,3,3,2,4,3,4,4,2,1,3,1,2,4,0,4,0
16555,Male,1,11,Personal Travel,Eco,2307,2,4,3,2,5,3,5,5,5,4,4,4,4,5,4,0.8,0
18682,Female,0,43,Business travel,Eco,1756,2,0,3,1,2,3,2,2,4,1,4,5,2,2,0,0,0
14410,Male,1,38,Business travel,Business,2453,5,5,5,5,4,4,5,4,4,4,4,3,4,3,0,0,1
18027,Female,1,29,Business travel,Eco Plus,2912,3,1,1,1,3,3,3,3,2,3,3,1,4,3,0,0,0
20373,Female,1,54,Personal Travel,Eco,66,2,2,4,2,2,5,5,5,5,4,5,4,5,5,2,0,1
20036,Male,1,41,Business travel,Business,329,0,0,0,2,3,4,5,4,4,5,5,4,4,3,0,0,1
17818,Male,1,41,Business travel,Business,2536,3,2,4,4,3,4,4,3,3,3,3,1,3,4,29,3.3,0
10185,Male,0,19,Business travel,Eco,2037,2,2,3,3,5,3,5,5,2,5,3,4,3,5,0,0,0
12671,Male,0,42,Business travel,Eco,1598,3,0,3,5,5,3,5,5,4,4,4,3,2,5,0,0,0
17850,Female,1,57,Business travel,Business,857,2,2,1,2,3,5,4,5,5,5,5,3,5,5,11,1.6,1
19226,Male,1,56,Business travel,Eco Plus,1986,4,1,1,1,4,4,4,4,1,1,4,2,1,4,0,0,1
16867,Female,1,44,Business travel,Eco,2138,2,2,4,4,2,2,2,2,5,2,2,2,2,2,0,5.1,0
12494,Female,1,32,Business travel,Business,3573,3,3,3,3,4,4,4,4,2,1,2,5,1,4,112,11,1
16896,Female,1,17,Personal Travel,Eco Plus,2061,2,2,2,2,4,4,4,4,5,3,4,5,5,4,0,0,1
21846,Female,0,16,Business travel,Eco,2189,0,0,0,2,1,0,1,1,5,5,4,4,4,1,0,0,1
13107,Female,1,63,Personal Travel,Business,1013,5,1,1,1,5,5,5,5,5,1,4,5,3,5,0,0,1
11124,Female,1,34,Business travel,Business,3548,3,3,3,3,3,4,3,5,5,5,5,5,5,2,23,3,1
10374,Male,1,64,Business travel,Eco,1683,2,1,1,1,2,2,2,2,1,3,3,4,3,2,0,0,0
14145,Female,1,35,Personal Travel,Eco,2741,5,5,5,5,3,4,4,4,4,4,4,5,4,4,41,2.4,1
11728,Female,1,7,Personal Travel,Eco,1890,0,3,0,2,1,0,1,1,2,2,5,1,2,1,0,0,1
15412,Female,1,39,Business travel,Business,1570,3,3,3,3,4,5,4,4,4,4,4,4,4,4,0,0,1
21921,Female,1,29,Personal Travel,Eco Plus,2522,4,4,4,4,2,4,4,2,2,2,3,1,3,2,0,0,1
20740,Male,0,27,Business travel,Eco,1751,1,0,1,3,5,1,5,5,2,1,1,5,3,5,0,0,0
14865,Male,1,61,Personal Travel,Eco,1753,2,4,2,2,2,2,2,2,4,4,4,5,5,2,5,0,0
21130,Female,0,22,Business travel,Eco,1808,5,5,5,2,1,5,1,1,5,4,4,4,5,1,0,0,1
22572,Female,1,38,Personal Travel,Eco,2231,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,0,1
15434,Male,1,32,Personal Travel,Business,2441,4,5,4,4,5,4,5,5,4,2,3,5,5,5,6,0.1,0
17204,Female,1,43,Business travel,Business,283,0,0,0,4,4,4,5,3,3,2,2,4,3,4,20,1.5,1
13848,Female,1,42,Business travel,Business,625,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0,1
13895,Male,0,73,Business travel,Business,1780,2,2,2,4,1,2,1,1,3,3,4,2,4,1,0,0,0
18811,Female,1,30,Business travel,Eco Plus,3255,0,0,0,1,1,0,1,1,5,1,5,1,2,1,11,3,1
21565,Male,1,66,Business travel,Business,239,0,4,0,4,3,1,2,3,3,3,3,1,3,1,0,0,1
11950,Male,1,40,Business travel,Business,878,1,1,1,1,1,4,3,1,1,1,1,3,1,3,1,0,0
14335,Female,1,43,Business travel,Eco,517,2,3,4,4,2,2,2,2,2,2,2,2,2,2,80,7.7,0
19798,Female,0,36,Business travel,Eco,972,3,1,4,3,1,4,1,1,3,1,4,4,3,1,0,0,0
18100,Male,1,13,Personal Travel,Eco Plus,1692,1,5,1,5,4,1,1,4,1,1,2,1,5,4,0,0,0
22253,Male,1,32,Business travel,Business,2605,1,2,2,2,1,1,1,1,3,3,4,3,4,1,81,7.4,0
11792,Male,1,48,Business travel,Eco,1968,4,3,3,3,4,4,4,4,5,1,2,3,5,4,0,0,1
10770,Female,0,36,Business travel,Eco,2228,3,3,3,4,3,3,3,3,2,5,2,4,4,3,0,0,0
21062,Male,1,59,Business travel,Business,3413,1,1,1,1,2,2,2,4,5,4,5,2,3,2,16,0.8,1
13407,Female,1,59,Business travel,Business,3794,1,1,4,1,5,4,5,4,4,4,4,5,4,5,18,2.6,1
16077,Male,1,59,Business travel,Eco,1931,5,1,1,1,5,5,5,5,3,5,2,1,1,5,23,0.4,1
17274,Male,1,60,Business travel,Business,2902,3,3,3,3,3,5,4,5,5,5,5,5,5,5,0,0,1
21216,Female,1,54,Personal Travel,Eco,680,3,3,1,3,3,4,4,5,5,4,5,5,5,3,42,4.8,1
17465,Female,1,60,Business travel,Business,3102,2,5,5,5,2,2,2,1,3,4,4,2,4,2,140,13.3,0
21790,Male,1,7,Personal Travel,Eco,1578,2,5,5,3,3,5,3,3,5,3,4,4,4,3,47,4.1,0
12115,Female,1,49,Business travel,Business,1729,4,4,4,4,5,4,4,4,4,4,4,5,4,3,0,0,1
13923,Female,0,36,Business travel,Eco,2246,2,1,2,3,1,2,1,1,2,1,3,4,3,1,0,1,0
13197,Female,1,52,Personal Travel,Eco,539,2,2,2,2,4,4,4,4,3,3,4,4,4,4,73,6.3,1
18609,Female,1,7,Personal Travel,Eco,1654,2,2,1,2,3,5,4,5,5,5,5,3,5,5,104,10.5,1
11877,Female,0,57,Business travel,Eco,1652,2,2,2,4,1,2,1,1,4,2,3,1,4,1,25,1.7,0
18423,Female,1,66,Personal Travel,Eco,421,5,5,5,5,3,5,4,4,4,4,4,4,4,4,0,0,1
14155,Female,0,62,Business travel,Eco,1650,2,4,2,4,5,2,5,5,3,2,3,1,4,5,2,0,0
10234,Female,1,58,Business travel,Business,3228,4,4,4,4,4,5,5,2,2,2,2,3,2,5,0,1.2,1
14187,Male,1,54,Personal Travel,Business,414,3,3,3,4,2,3,4,5,5,3,5,3,5,3,0,0,0
12951,Female,1,66,Personal Travel,Eco,997,4,4,4,4,2,5,4,4,4,4,4,5,4,5,0,0,1
16051,Female,1,65,Personal Travel,Eco,612,5,5,5,5,5,5,5,5,4,2,5,4,4,5,0,0,1
21417,Female,1,46,Business travel,Eco,1142,3,3,3,3,4,3,4,3,3,3,3,1,3,1,2,0,0
19424,Female,1,38,Personal Travel,Eco,2754,5,5,5,5,3,3,4,5,5,5,3,1,5,2,0,0,1
22399,Female,1,47,Business travel,Business,836,2,1,1,1,5,2,2,2,2,2,2,2,2,4,15,1.5,0
19567,Female,1,53,Business travel,Business,913,2,2,2,2,4,5,5,4,4,4,4,4,4,3,19,1.9,1
16883,Male,0,33,Personal Travel,Eco,2281,4,5,3,1,5,3,1,5,5,3,5,4,5,5,0,0,0
15576,Male,1,52,Business travel,Business,3041,5,5,5,5,3,5,5,4,4,4,4,4,4,4,7,0,1
18471,Female,0,36,Business travel,Eco,2021,2,2,2,4,4,2,3,4,1,2,3,2,4,4,64,5.1,0
14120,Female,1,51,Business travel,Business,309,2,2,2,2,2,4,4,4,4,4,4,3,4,3,0,0,1
22260,Female,0,22,Business travel,Eco,1761,2,2,2,3,5,2,2,5,3,1,3,1,3,5,103,11.4,0
16639,Female,1,26,Business travel,Business,5124,5,5,2,5,5,5,5,5,1,1,4,1,3,5,0,0,1
21416,Female,1,46,Business travel,Business,2626,5,2,2,2,1,2,3,5,5,4,5,2,5,4,0,0.3,0
12046,Male,1,32,Business travel,Business,2216,4,4,4,4,5,5,5,5,4,3,4,3,5,5,0,0,1
14393,Female,1,29,Business travel,Business,3464,3,3,3,3,4,5,4,4,3,5,5,4,4,4,0,0,1
12500,Female,1,41,Business travel,Business,3973,3,3,2,3,4,5,5,4,4,4,4,4,4,3,0,0,1
19525,Female,1,27,Personal Travel,Eco,2662,3,3,3,3,2,4,4,4,4,4,4,5,4,4,1,0,1
18112,Male,0,21,Business travel,Eco,3681,3,3,3,3,3,3,3,3,3,1,2,4,3,3,0,0,0
21836,Female,1,50,Business travel,Eco,490,3,2,2,2,4,3,2,3,3,3,3,1,3,1,7,0.9,0
17251,Female,0,38,Business travel,Eco,2133,1,1,1,2,5,1,5,5,1,1,1,2,2,5,8,0,0
10255,Female,0,39,Business travel,Business,1461,1,1,1,3,2,1,2,2,5,3,4,4,4,2,0,0,0
17804,Female,1,21,Personal Travel,Eco,2816,2,2,2,2,4,5,5,5,5,5,5,2,5,2,42,2.6,1
12289,Female,1,65,Personal Travel,Business,300,1,1,1,1,3,4,5,4,4,4,4,3,4,3,0,0,1
17915,Male,1,36,Business travel,Business,3798,2,2,2,2,4,4,4,3,3,4,3,2,3,2,92,8.8,1
13992,Male,1,65,Personal Travel,Eco,1462,2,4,2,5,4,2,4,4,3,3,4,4,4,4,0,0,0
19105,Male,0,46,Business travel,Business,2140,1,1,1,4,5,1,5,5,3,2,5,3,5,5,0,0,0
22466,Female,1,15,Personal Travel,Eco,2033,5,4,5,5,4,5,3,4,3,2,1,3,2,4,0,0,1
17067,Male,1,51,Business travel,Business,483,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0,1
20041,Female,1,35,Personal Travel,Eco Plus,2631,1,5,1,5,1,2,2,3,2,4,4,2,5,2,327,31.3,0
22580,Male,1,40,Business travel,Business,3492,4,4,4,4,4,4,4,3,3,4,5,4,5,4,182,22.1,1
15387,Female,1,56,Personal Travel,Eco,348,3,5,3,4,4,5,5,4,4,3,4,2,4,5,93,8.9,0
22300,Male,1,47,Business travel,Business,1684,5,5,5,5,5,5,5,5,5,5,5,4,5,3,0,0,1
19964,Male,0,23,Business travel,Business,1881,4,0,3,5,4,3,4,4,4,3,5,3,4,4,38,4.3,1
21177,Male,1,39,Business travel,Eco,1294,1,3,3,3,1,1,1,1,4,3,3,2,4,1,0,0,0
14923,Female,1,47,Business travel,Business,1585,5,5,5,5,5,4,4,4,4,4,4,4,4,4,0,0,1
12597,Female,1,21,Business travel,Business,2338,3,3,3,3,5,5,5,5,3,2,5,5,4,5,0,0,1
11832,Male,1,41,Business travel,Business,2293,1,1,1,1,4,4,4,4,4,4,4,5,4,4,12,0,1
21413,Male,1,16,Personal Travel,Eco,1184,1,4,1,2,2,1,2,2,4,3,5,4,4,2,0,0,0
18613,Male,1,55,Business travel,Business,1075,4,4,4,4,3,4,5,4,4,4,4,3,4,5,0,0,1
15758,Female,1,65,Personal Travel,Eco,396,5,2,2,2,5,5,4,5,3,2,5,1,4,5,2,0,1
15301,Male,1,28,Business travel,Business,2389,5,5,5,5,4,4,4,5,2,5,5,4,5,4,152,15,1
19359,Male,1,44,Business travel,Business,2852,2,5,5,5,3,4,4,3,3,3,2,4,3,3,0,0,0
13413,Female,1,33,Business travel,Business,621,4,3,3,3,3,4,3,4,4,3,4,3,4,4,0,0,0
13579,Female,1,55,Business travel,Eco,265,3,3,3,3,5,3,4,2,2,3,2,3,2,1,0,0.4,0
12750,Male,1,59,Business travel,Eco,2413,1,2,3,2,1,1,1,1,2,3,4,3,3,1,65,5.9,0
17141,Female,0,22,Business travel,Business,1906,5,0,5,4,3,5,5,3,5,4,4,3,5,3,0,0,1
16712,Female,1,42,Business travel,Eco,234,1,4,4,4,1,3,3,1,1,1,1,4,1,4,0,0,0
19954,Female,1,61,Personal Travel,Eco,1799,3,3,3,3,4,4,4,4,1,5,1,1,5,4,0,0,1
13222,Male,1,52,Personal Travel,Eco,1730,1,4,1,4,2,1,4,2,1,3,1,1,3,2,17,0.7,0
13925,Male,1,47,Personal Travel,Eco,2544,2,4,2,1,1,2,1,1,3,5,4,5,5,1,0,0,0
19853,Male,1,38,Business travel,Eco Plus,1645,4,1,1,1,4,4,4,4,3,3,5,3,1,4,0,3.1,1
15867,Female,1,12,Personal Travel,Eco,1829,5,5,4,4,3,4,3,3,1,4,1,3,2,3,0,0,1
16395,Male,1,38,Business travel,Business,825,5,5,5,5,5,3,1,5,5,5,5,5,5,1,0,2.4,1
22726,Male,1,28,Business travel,Business,2052,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,0,1
10759,Female,0,21,Business travel,Eco,2179,0,3,0,4,4,0,4,4,2,3,1,1,2,4,0,0,1
20587,Female,0,23,Business travel,Eco,1509,4,1,4,3,2,4,2,2,3,3,2,4,3,2,0,0,0
15769,Male,1,52,Business travel,Business,945,2,2,2,2,2,4,4,4,4,4,4,5,4,5,0,0,1
10976,Female,0,27,Business travel,Eco,1611,2,2,2,3,1,2,1,1,4,3,3,1,4,1,103,10.8,0
15300,Female,1,58,Business travel,Business,419,1,1,1,1,3,4,5,4,4,4,4,3,4,5,0,0,1
15208,Female,1,24,Business travel,Business,2277,2,2,2,2,4,4,4,4,3,5,4,4,5,4,0,0.5,1
17268,Female,1,30,Business travel,Business,1559,0,5,0,4,4,4,4,4,3,3,1,5,3,4,0,0.3,1
15100,Female,1,53,Business travel,Eco,890,5,3,3,3,3,5,1,5,5,5,5,1,5,5,0,0,1
14700,Female,1,43,Business travel,Business,754,3,3,3,3,4,5,5,4,4,4,4,3,4,4,0,0.1,1
12901,Male,1,36,Business travel,Eco Plus,1464,3,1,1,1,3,3,3,3,4,5,4,4,3,3,0,0.9,0
16840,Male,1,57,Personal Travel,Eco,2282,1,4,1,3,2,1,2,2,5,4,5,4,5,2,0,0,0
19399,Male,1,30,Personal Travel,Business,1898,4,4,3,2,1,3,1,1,4,4,5,5,4,1,0,0,1
20780,Male,1,10,Personal Travel,Eco Plus,742,3,4,3,3,3,3,3,3,3,1,3,2,3,3,33,2.3,0
21672,Male,0,27,Business travel,Business,3111,4,4,4,2,2,4,2,2,3,3,4,3,4,2,44,3.3,1
11955,Male,0,26,Business travel,Eco,1519,2,3,2,3,1,2,1,1,1,2,3,1,4,1,0,0,0
16338,Male,1,52,Business travel,Business,882,1,1,1,1,4,4,5,5,5,5,5,3,5,4,10,0,1
10184,Male,1,9,Personal Travel,Eco,1960,2,5,2,2,1,2,1,1,2,4,1,5,4,1,0,0,0
20423,Male,1,47,Business travel,Eco Plus,1652,3,4,4,4,3,3,3,3,1,4,5,4,3,3,0,0,1
16073,Male,1,26,Business travel,Business,2350,4,2,3,2,4,4,4,3,5,4,4,4,3,4,193,20.8,0
10792,Female,1,77,Business travel,Business,2656,3,5,5,5,2,3,3,3,3,3,3,3,3,4,0,0,0
14574,Male,1,16,Personal Travel,Eco,1145,2,4,2,1,1,2,1,1,3,3,4,4,4,1,0,0,0
10236,Female,1,56,Business travel,Business,2068,1,0,0,4,1,3,4,4,4,0,4,2,4,4,0,0,0
14296,Female,1,34,Business travel,Business,3908,0,0,0,4,4,4,5,5,5,5,5,3,5,4,0,0,1
11215,Female,0,22,Business travel,Eco,2724,3,3,3,4,3,3,3,3,1,5,4,1,4,3,0,0,0
17399,Male,1,37,Personal Travel,Eco,2937,2,4,1,2,2,1,2,2,5,2,3,5,5,2,0,0.8,0
16492,Female,0,34,Business travel,Business,3231,2,2,2,3,2,4,3,4,3,4,5,3,3,3,145,12.9,0
14559,Male,1,19,Business travel,Eco Plus,1717,2,2,1,1,2,2,2,2,1,4,4,2,4,2,31,2.1,0
15329,Female,1,49,Business travel,Business,2300,1,1,1,1,2,5,5,5,5,5,5,3,5,3,0,2.1,1
16044,Female,1,10,Personal Travel,Eco,2272,5,5,5,5,2,5,5,2,2,2,2,3,2,5,0,0,1
22757,Female,1,33,Personal Travel,Eco,1864,4,5,4,4,1,4,1,1,3,3,5,3,5,1,0,0,0
22936,Female,1,47,Business travel,Eco,1182,4,3,3,3,2,5,3,4,4,4,4,1,4,5,0,0,1
19990,Female,1,52,Business travel,Business,2217,5,5,5,5,4,3,4,4,4,4,4,3,4,4,6,0,1
20620,Male,1,8,Personal Travel,Eco,1860,4,4,4,4,1,4,1,1,3,3,4,5,4,1,1,0,0
15504,Female,1,58,Business travel,Business,2898,1,1,1,1,2,4,5,3,3,3,3,4,3,3,5,0,1
19306,Female,1,52,Business travel,Eco,859,5,1,1,1,3,2,2,4,4,5,4,4,4,4,0,0.5,1
19211,Male,1,37,Business travel,Eco Plus,2354,4,5,5,5,4,4,4,4,2,1,2,5,1,4,0,0,1
18359,Female,1,39,Business travel,Business,296,1,5,5,5,2,3,4,1,1,1,1,2,1,1,5,1,0
17442,Female,1,41,Personal Travel,Eco Plus,1973,4,4,4,1,5,5,4,2,2,4,2,3,2,5,84,8.5,0
21053,Female,1,61,Personal Travel,Eco,309,0,3,0,3,2,2,3,5,5,5,5,1,5,2,0,0,1
15354,Female,1,42,Business travel,Business,2654,4,4,1,4,3,4,5,5,5,5,4,3,5,3,0,0,1
19553,Male,1,46,Business travel,Eco,1134,4,1,1,1,4,4,4,4,4,5,3,2,2,4,30,3.2,0
11376,Female,1,55,Business travel,Business,3308,5,5,5,5,3,5,5,5,5,5,5,5,5,3,8,0,1
14903,Female,1,38,Personal Travel,Eco,2324,5,5,5,5,5,5,4,4,4,4,4,5,4,3,0,0,1
12080,Male,1,38,Personal Travel,Eco,2264,4,1,4,4,2,4,2,2,1,4,3,2,3,2,0,0,0
18789,Female,1,25,Personal Travel,Eco,3692,1,1,1,1,5,1,3,4,4,4,4,5,4,2,52,1.2,1
21637,Female,1,34,Business travel,Business,1654,1,1,1,1,5,4,4,5,5,5,5,3,5,5,0,0,1
15847,Male,1,37,Business travel,Eco,1229,1,5,5,5,1,2,1,1,4,5,4,3,3,1,7,1.7,0
22343,Male,1,36,Personal Travel,Eco,1898,1,4,1,2,1,1,1,1,4,2,5,4,4,1,0,0,0
14163,Male,1,30,Business travel,Business,4694,1,1,1,1,3,4,3,3,3,2,5,3,5,3,23,2.3,1
22678,Female,1,61,Personal Travel,Eco,250,3,3,3,3,3,5,5,5,5,5,5,3,5,4,0,0,1
21972,Male,1,28,Personal Travel,Eco,3033,1,2,1,3,4,1,4,4,3,3,4,1,4,4,0,0,0
19415,Male,1,42,Business travel,Business,1216,2,2,2,2,2,4,4,4,4,4,4,5,4,3,2,0,1
16607,Female,1,51,Business travel,Eco Plus,2796,5,2,2,2,5,5,5,2,1,3,5,5,2,5,104,14.9,1
15510,Male,0,24,Business travel,Eco,3404,3,3,3,1,3,3,3,3,5,2,5,4,5,3,0,0,0
14714,Male,1,40,Business travel,Business,1934,4,4,4,4,4,3,4,4,4,4,4,3,4,3,6,0,1
22502,Female,1,52,Personal Travel,Eco,744,3,4,4,4,4,3,3,3,3,5,5,3,5,3,0,1.7,1
22086,Male,1,56,Business travel,Eco,2089,4,5,5,5,4,4,4,4,1,5,4,2,4,4,0,0,1
20154,Female,1,30,Business travel,Eco,2466,4,1,3,3,4,5,4,4,5,5,2,2,3,4,0,0,1
20471,Female,1,19,Personal Travel,Eco,2734,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0,1
18026,Female,0,23,Business travel,Business,1991,2,1,2,4,2,2,2,2,2,1,3,4,3,2,0,0,0
22421,Male,1,48,Personal Travel,Eco Plus,1201,1,0,0,1,5,0,5,5,5,5,4,4,5,5,0,0,0
13711,Male,0,38,Business travel,Business,1347,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,0.5,1
14032,Female,0,28,Business travel,Eco,1531,4,0,4,3,4,4,4,4,1,5,3,4,3,4,26,2,0
12869,Male,1,31,Business travel,Business,4254,2,2,2,2,5,5,5,5,4,3,5,5,4,5,5,0,1
11114,Female,1,41,Personal Travel,Eco Plus,652,5,4,4,4,3,3,4,3,3,5,3,2,3,1,7,3.3,1
21261,Female,1,56,Personal Travel,Eco,128,4,4,4,2,3,5,4,5,5,4,5,3,5,5,2,7.7,0
19088,Female,1,56,Business travel,Business,596,1,1,1,1,3,5,5,2,2,2,2,3,2,5,61,7,1
11745,Female,1,30,Personal Travel,Eco,1454,4,4,4,4,2,4,2,2,5,4,4,4,4,2,74,7.3,1
19956,Male,1,42,Business travel,Business,962,5,5,5,5,4,4,4,4,4,4,4,4,4,4,76,9.1,1
13549,Male,1,58,Business travel,Eco,2739,3,1,2,2,3,3,3,3,2,1,3,2,4,3,1,1.6,0
15934,Male,1,48,Personal Travel,Eco Plus,1997,2,2,2,4,4,2,4,4,2,5,3,2,3,4,0,0,0
12656,Male,1,44,Business travel,Business,1709,1,1,1,1,3,4,4,4,4,4,4,5,4,4,0,0.1,1
16564,Male,0,57,Business travel,Business,1250,5,5,5,3,1,5,1,1,1,1,4,3,4,1,0,0,1
10194,Female,1,53,Business travel,Business,1074,1,1,1,1,4,4,4,2,2,2,2,5,2,4,0,0.3,1
15926,Male,0,39,Business travel,Business,1636,2,2,2,3,3,2,3,3,2,1,4,2,4,3,0,0,0
