Employee_ID,Gender,Age,Days_off,Rotations,Satis_leader,Satis_team,Emails,Tenure,Bonus,Distance,Kids,Overtime,Marital_status,Department,Churn_risk
1002690,male,28,7,1,1.185410334,0.832,52,20.05479452,0.657,3.39,1,9.5,together,sales,low
1002691,male,35,3,1,0.212765957,0.688,25,11.94520548,0.32,3.11,1,10.3,together,sales,medium
1002692,male,32,5,0,0.197568389,0.64,87,18.4109589,0.2,3.18,0,10,together,marketing,low
1002693,female,27,12,0,0.273556231,1.056,18,3.068493151,0.483,3.55,1,10.9,together,computer services,medium
1002694,male,29,5,1,2.082066869,0.56,53,14.68493151,0.567,3.17,0,10.6,together,sales,medium
1002695,male,26,4,1,0.410334347,0.432,11,10.95890411,-0.036,3.46,0,13.2,together,sales,medium
1002696,male,30,6,1,1.200607903,0.784,35,21.04109589,0.551,3.16,1,9.5,together,computer services,medium
1002697,male,29,6,1,0.258358663,0.464,24,12.16438356,0,3.24,1,12.1,together,sales,medium
1002698,male,33,3,1,2.234042553,0.816,29,16.32876712,0.792,2.96,0,9,together,computer services,medium
1002699,male,30,2,1,0.288753799,0.448,23,10.19178082,0.1,3.34,1,12,together,sales,medium
1002700,female,36,13,1,0.319148936,1.408,17,10.52054795,0.62,3.32,0,9.5,married,human resources,low
1002701,male,29,4,1,1.003039514,0.48,36,9.97260274,0.14,3.32,0,12.5,together,sales,medium
1002702,male,32,4,1,1.170212766,0.512,51,19.28767123,0.39,3.22,0,11.4,together,finances,low
1002703,male,29,4,1,0.759878419,0.512,36,10.19178082,0.012,3.27,0,13.5,together,computer services,medium
1002704,male,27,5,1,0.303951368,0.592,40,11.83561644,-0.052,3.19,1,12.3,together,accounting,medium
1002705,male,35,4,1,2.158054711,0.896,53,23.28767123,0.9,3.14,0,8.9,together,finances,high
1002706,male,31,5,2,0.182370821,2.816,36,11.61643836,0.288,2.96,0,9.2,together,marketing,medium
1002707,male,50,4,1,1.246200608,0.704,37,19.83561644,0.8,2.87,1,9.5,married,sales,medium
1002708,male,30,5,1,3.069908815,1.328,35,17.20547945,0.976,3.17,1,9.1,together,marketing,low
1002709,male,35,6,1,1.930091185,0.864,20,15.23287671,0.836,3.16,1,9.7,together,accounting,low
1002710,male,29,4,1,0.182370821,0.816,31,10.4109589,0.036,3.24,1,11.3,together,sales,medium
1002711,male,33,7,1,1.276595745,0.816,40,18.30136986,0.756,3.48,1,9.7,together,sales,low
1002712,male,32,4,1,1.489361702,0.928,64,20.60273973,0.52,3.13,1,10.6,together,computer services,medium
1002713,male,26,6,1,1.124620061,0.592,25,10.4109589,0.268,3.25,0,11.1,together,sales,medium
1002714,male,30,6,1,0.987841945,3.344,62,17.09589041,0.478,3.1,0,9.4,together,finances,low
1002715,female,39,11,1,0.364741641,1.312,10,9.424657534,0.83,3.37,1,9.5,married,finances,low
1002716,male,35,8,1,1.778115502,1.344,55,18.63013699,0.773,2.91,1,9,together,finances,low
1002717,female,41,6,1,0.349544073,0.96,19,7.890410959,0.543,3.39,1,11.8,married,accounting,medium
1002718,female,42,16,1,0.258358663,1.248,10,2.301369863,0.692,3.29,1,10,married,computer services,low
1002719,male,28,4,1,0.167173252,0.544,47,9.863013699,-0.138,3.22,0,12.6,together,sales,medium
1002720,male,30,7,0,0.531914894,1.088,18,11.06849315,0.34,3.03,0,9,together,sales,medium
1002721,male,34,8,1,0.273556231,0.512,26,8.109589041,-0.111,2.96,0,13,together,sales,high
1002722,female,53,7,1,0.349544073,1.408,6,1.753424658,0.88,3.09,1,9.3,married,accounting,low
1002723,male,36,9,1,0.151975684,0.64,8,9.205479452,0.38,3.25,0,10.8,married,sales,low
1002724,female,35,10,0,0.288753799,1.216,10,4.821917808,0.57,3.39,1,9.7,together,computer services,low
1002725,male,28,4,1,0.957446809,0.624,47,14.90410959,0.068,3.27,0,12.7,together,finances,medium
1002726,male,34,7,1,2.370820669,0.784,67,23.01369863,0.907,3.06,1,9.5,together,human resources,low
1002727,female,36,19,0,0.303951368,0.752,15,6.575342466,0.55,3.36,0,10.9,married,sales,low
1002728,male,38,6,1,1.063829787,0.752,18,9.534246575,0.628,3.23,1,10.6,married,sales,low
1002729,female,44,7,1,0.303951368,1.312,6,2.849315068,0.8,3.18,1,9.5,married,computer services,low
1002730,female,33,12,0,0.288753799,1.536,10,3.397260274,0.5,3.46,1,11.8,together,sales,medium
1002731,male,27,7,0,0.243161094,0.912,39,14.02739726,0.24,3.24,0,10.1,together,marketing,low
1002732,male,39,3,1,0.227963526,0.624,18,10.73972603,0.215,3.02,1,11,married,computer services,medium
1002733,male,31,5,1,1.306990881,0.592,63,22.57534247,0.553,3.18,1,9.6,together,human resources,low
1002734,female,31,12,0,0.243161094,1.104,4,0.876712329,0.396,3.33,0,10.4,together,accounting,low
1002735,male,35,4,1,1.079027356,0.656,29,12.05479452,0.652,3.2,0,9.2,together,finances,medium
1002736,male,33,3,1,0.243161094,0.832,24,13.80821918,0.228,3.19,0,10.8,together,accounting,low
1002737,male,30,2,1,0.167173252,0.56,44,15.34246575,0.142,3.17,1,10.7,together,sales,medium
1002738,male,33,6,1,1.124620061,1.104,28,17.53424658,0.54,3.13,0,9.8,together,sales,medium
1002739,male,31,5,1,0.592705167,0.72,36,15.12328767,0.22,3.15,1,11.3,together,sales,medium
1002740,female,36,10,1,0.288753799,0.992,9,3.397260274,0.66,3.39,1,9.6,married,sales,low
1002741,male,32,3,1,0.227963526,0.752,40,12.82191781,0.111,3.07,1,11.1,together,human resources,medium
1002742,male,34,6,1,1.306990881,0.768,47,22.57534247,0.64,3.26,0,9.1,together,finances,low
1002743,male,31,5,0,1.291793313,0.704,59,20.60273973,0.558,3.16,0,9.5,together,finances,low
1002744,male,28,3,1,0.227963526,0.896,45,14.79452055,0.24,3.2,0,10.2,together,accounting,medium
1002745,female,48,7,1,0.425531915,2.544,15,8.219178082,0.98,3.18,1,9.4,married,sales,low
1002746,male,37,5,1,0.410334347,0.768,49,18.08219178,0.52,3.26,1,9.5,married,sales,medium
1002747,female,48,5,1,0.288753799,1.056,6,1.095890411,0.724,3.33,1,10.9,married,sales,medium
1002748,male,28,6,1,0.319148936,0.496,50,17.8630137,-0.05,3.39,0,12.7,together,marketing,medium
1002749,male,24,7,1,1.03343465,0.544,36,13.15068493,0.188,3.38,0,11.5,together,sales,medium
1002750,male,28,8,0,0.197568389,0.576,23,13.26027397,0.228,3.24,1,9.9,together,sales,medium
1002751,male,35,6,1,1.610942249,0.624,31,13.04109589,0.815,3.27,0,9.3,together,sales,medium
1002752,male,30,5,1,0.197568389,0.512,29,12.2739726,0.298,,1,9.7,together,human resources,low
1002753,male,31,7,1,1.367781155,0.512,29,12.38356164,0.188,3.13,1,12.9,together,computer services,medium
1002754,male,35,5,1,1.063829787,0.576,45,17.97260274,0.39,3.03,0,11,together,human resources,low
1002755,male,28,3,1,0.911854103,0.576,30,12.16438356,0.362,3.32,1,10.15,together,computer services,medium
1002756,male,32,5,1,1.785714286,0.72,53,21.69863014,0.69,3.26,1,9.5,together,sales,low
1002757,male,33,5,1,0.212765957,0.72,31,11.61643836,0.14,2.88,0,10.8,together,human resources,medium
1002758,male,26,5,1,1.215805471,0.688,31,11.06849315,0.429,3.19,0,10.4,together,sales,medium
1002759,male,22,3,1,0.440729483,0.48,22,12.16438356,0.02,3.38,0,11.3,together,finances,medium
1002760,female,38,17,1,0.319148936,1.344,5,1.424657534,0.72,3.37,1,10.7,married,accounting,medium
1002761,male,32,4,1,0.744680851,0.752,42,14.24657534,0.283,3.12,1,11,together,sales,medium
1002762,male,28,6,1,0.94224924,0.448,37,11.39726027,0.161,3.28,1,11.8,together,computer services,medium
1002763,female,35,10,1,0.349544073,1.392,8,4.164383562,0.72,3.58,1,10.5,together,human resources,medium
1002764,male,31,5,1,1.215805471,0.848,54,22.1369863,0.61,3.22,0,9.3,together,sales,low
1002765,male,36,6,1,0.319148936,0.736,28,22.79452055,0.434,3.23,1,9.8,married,sales,low
1002766,male,28,4,1,1.32218845,0.576,47,13.91780822,0.368,3.18,0,10.6,together,human resources,low
1002767,female,46,10,1,2.097264438,3.28,48,8.98630137,1.242,3.16,1,8.8,married,computer services,low
1002768,male,30,6,1,1.063829787,0.64,18,12.38356164,0.366,3.17,0,10.2,together,computer services,medium
1002769,male,30,7,0,0.866261398,0.544,18,12.82191781,0.44,3.33,0,10.1,together,sales,low
1002770,female,35,13,0,0.364741641,1.232,18,3.178082192,0.65,3.32,1,10,together,marketing,medium
1002771,male,32,10,1,0.531914894,0.48,31,14.79452055,0.04,3.14,0,12.2,together,marketing,medium
1002772,male,38,4,1,0.227963526,0.704,28,14.1369863,0.38,3.22,0,11,married,marketing,medium
1002773,male,33,7,1,0.866261398,0.528,39,22.35616438,0.176,3.17,1,12.5,together,computer services,medium
1002774,male,34,3,1,1.23100304,1.936,32,17.75342466,0.508,3.17,0,10.4,together,sales,high
1002775,male,30,3,1,0.364741641,0.768,41,21.91780822,0.38,3.5,1,9.7,together,sales,medium
1002776,male,26,6,1,0.395136778,0.528,10,7.561643836,0.09,3.12,1,10.8,together,finances,medium
1002777,male,31,4,1,1.504559271,0.656,64,19.06849315,0.5,3.07,1,10.1,together,marketing,medium
1002778,male,34,5,1,1.534954407,0.8,21,11.50684932,0.62,3.13,0,9.5,together,sales,low
1002779,male,27,6,1,0.319148936,0.432,35,15.12328767,-0.055,3.37,0,12.7,together,computer services,medium
1002780,male,27,5,1,1.367781155,0.816,43,14.90410959,0.41,3.25,1,10.7,together,marketing,medium
1002781,male,31,6,2,0.759878419,0.608,35,17.20547945,0.45,3.21,0,9.9,together,computer services,low
1002782,female,25,11,0,0.258358663,0.864,5,2.95890411,0.34,3.57,1,12.5,together,sales,medium
1002783,male,32,6,0,0.212765957,0.608,122.5,25.69863014,0.22,3.15,0,10,together,sales,low
1002784,male,30,5,1,0.319148936,0.432,43,11.39726027,0.054,3.02,1,11.3,together,computer services,medium
1002785,female,33,9,0,0.425531915,1.216,15,4.054794521,0.624,3.36,0,10.7,together,sales,low
1002786,male,30,4,1,2.158054711,0.624,47,14.1369863,0.678,3.28,1,10.3,together,sales,medium
1002787,female,38,17,0,0.501519757,1.536,26,6.684931507,1.025,3.6,1,9.8,married,sales,low
1002788,male,32,4,1,2.279635258,0.848,59,19.50684932,0.92,3.37,1,9.5,together,sales,medium
1002789,male,33,6,1,1.124620061,1.104,28,17.53424658,0.54,3.13,0,9.8,together,sales,medium
1002790,female,35,6,1,0.303951368,0.832,6,2.630136986,0.63,3.44,1,11.9,together,sales,medium
1002791,male,30,3,1,0.182370821,0.688,67,16.43835616,0.07,3.14,1,11.2,together,human resources,medium
1002792,male,32,8,1,2.074468085,0.768,52,20.71232877,0.784,3,1,9.5,together,marketing,medium
1002793,female,51,11,1,0.699088146,1.888,10,1.863013699,1.02,3.07,1,11.7,married,sales,medium
1002794,male,36,3,1,0.258358663,0.416,29,15.34246575,0.1,3.02,1,12.5,married,finances,medium
1002795,male,35,8,0,1.626139818,0.736,18,10.4109589,0.59,3.22,0,10.7,together,human resources,low
1002796,male,35,3,1,1.41337386,0.992,40,13.80821918,0.66,3.21,0,9.6,together,accounting,low
1002797,male,27,4,1,0.243161094,0.48,33,13.36986301,0.044,3.33,1,11.9,together,marketing,medium
1002798,male,29,5,1,2.613981763,0.624,37,14.24657534,0.946,3.23,0,8.8,together,accounting,medium
1002799,male,33,4,1,0.212765957,0.592,45,15.67123288,0.32,3.13,0,9.9,together,sales,medium
1002800,female,30,9,0,0.364741641,1.824,9,4.054794521,0.732,3.66,1,9.8,together,sales,low
1002801,male,37,9,1,1.534954407,2.688,19,20.16438356,0.782,3.06,1,9.5,married,sales,low
1002802,male,33,5,1,1.732522796,0.544,40,19.06849315,0.773,3.2,0,9,together,marketing,low
1002803,male,26,3,1,0.212765957,0.704,53,18.4109589,0.18,3.28,0,10.1,together,human resources,medium
1002804,male,29,5,2,0.212765957,2.752,24,11.83561644,0.32,3.27,0,9.9,together,accounting,medium
1002805,male,30,10,1,0.258358663,0.768,39,19.39726027,0.212,3.28,1,10.6,together,sales,low
1002806,male,29,5,1,1.200607903,0.752,58,23.56164384,0.542,3.19,0,9.5,together,marketing,medium
1002807,male,29,5,1,1.762917933,0.656,48,21.36986301,0.68,3.18,1,9.5,together,sales,low
1002808,male,35,3,1,0.243161094,0.752,43,16.87671233,0.34,3.36,1,11.1,together,human resources,medium
1002809,male,30,5,2,1.185410334,0.72,52,22.90410959,0.56,3.21,0,9.2,together,sales,medium
1002810,female,35,10,0,0.455927052,1.072,12,5.808219178,0.71,3.36,1,9.1,together,sales,low
1002811,male,35,3,1,0.212765957,0.688,25,11.94520548,0.32,3.11,1,10.3,together,computer services,medium
1002812,male,33,4,1,1.671732523,0.656,75,18.30136986,0.508,2.98,1,10.5,together,sales,medium
1002813,male,27,12,0,0.197568389,0.704,72,21.5890411,0.202,3.56,0,10.9,together,human resources,low
1002814,male,28,3,1,0.197568389,0.752,37,18.95890411,0.25,3.35,0,10,together,finances,medium
1002815,male,34,6,1,1.808510638,0.848,25,16.21917808,0.76,3.1,1,9.2,together,finances,low
1002816,male,40,4,1,0.349544073,0.848,27,12.49315068,0.4,2.99,0,10,married,marketing,low
1002817,female,50,9,1,0.334346505,1.696,8,3.506849315,0.86,2.89,1,9.6,married,accounting,low
1002818,female,31,8,1,1.306990881,1.088,24,16.21917808,0.48,3.16,1,11.3,together,accounting,medium
1002819,male,30,7,1,1.352583587,0.88,52,17.97260274,0.488,3.1,0,9.6,together,finances,low
1002820,female,25,17,0,0.182370821,0.736,13,10.19178082,0.24,3.57,1,13,together,sales,medium
1002821,male,35,4,1,1.778115502,0.816,24,10.30136986,0.7,3.19,0,9.5,together,marketing,medium
1002822,male,36,7,1,0.273556231,0.672,8,18.30136986,0.08,3.11,0,12.1,married,accounting,medium
1002823,male,30,4,1,0.896656535,0.752,29,11.06849315,0.278,3.15,0,11,together,sales,medium
1002824,male,32,4,1,0.957446809,0.464,41,14.35616438,0.326,3.08,0,10.8,together,finances,medium
1002825,male,33,7,0,0.167173252,0.784,7,13.04109589,0.297,3.13,0,9.7,together,sales,medium
1002826,female,42,8,1,0.273556231,1.136,7,1.753424658,0.462,3.21,1,12.5,married,sales,high
1002827,male,33,3,1,1.048632219,0.944,47,14.02739726,0.322,3.08,0,11,together,computer services,medium
1002828,male,35,6,1,0.258358663,0.496,44,11.94520548,0.06,3.07,0,12.5,together,finances,medium
1002829,male,35,4,1,2.158054711,0.896,53,23.28767123,0.9,3.14,0,8.9,together,accounting,high
1002830,male,33,7,1,0.37993921,0.768,67,17.64383562,0.146,3.05,1,11.1,together,accounting,medium
1002831,female,27,11,0,0.334346505,0.992,39,5.589041096,0.512,3.52,,11.2,together,accounting,medium
1002832,male,36,3,1,0.258358663,0.768,60,18.95890411,0.32,3.24,1,11.2,married,sales,medium
1002833,male,24,3,1,0.106382979,0.624,15,9.753424658,0.19,3.22,0,9.2,together,human resources,medium
1002834,male,36,4,1,0.182370821,0.816,20,9.753424658,0.36,3.06,0,9.1,married,finances,low
1002835,male,36,6,1,0.653495441,0.416,15,9.534246575,0.152,3.11,0,12,married,marketing,low
1002836,male,32,5,1,0.790273556,0.384,36,14.79452055,0.48,3.16,1,10.7,together,accounting,medium
1002837,female,33,14,0,0.37993921,1.456,15,2.301369863,0.572,3.38,1,11.3,together,human resources,medium
1002838,female,31,9,1,0.258358663,1.232,18,3.726027397,0.48,3.39,1,10.6,together,finances,medium
1002839,male,30,5,1,1.246200608,0.864,47,19.94520548,0.538,3.12,1,9.5,together,human resources,low
1002840,male,29,8,1,0.729483283,0.592,45,15.12328767,0.174,3.23,0,11.2,together,marketing,medium
1002841,male,27,4,1,1.945288754,0.608,29,14.46575342,0.426,3.31,1,11.8,together,sales,medium
1002842,male,32,13,1,1.975683891,4.64,22,21.15068493,0.84,3.08,1,9,together,sales,low
1002843,male,30,9,1,2.553191489,1.344,59,24.32876712,0.93,3.18,1,9,together,sales,low
1002844,male,28,5,1,0.759878419,0.688,54,18.63013699,0.24,3.28,1,11,together,accounting,medium
1002845,female,45,8,1,0.319148936,1.328,17,4.164383562,0.622,3.23,1,11.1,married,sales,medium
1002846,male,30,8,1,0.729483283,0.832,49,15.56164384,0.46,3.14,1,9.2,together,human resources,low
1002847,male,32,10,1,0.866261398,0.608,27,14.24657534,0,3.11,0,13,together,marketing,medium
1002848,male,29,7,1,1.155015198,0.752,45,25.42465753,0.55,3.35,1,10,together,accounting,medium
1002849,male,30,5,1,1.246200608,0.8,51,19.94520548,0.542,3.23,0,9.5,together,sales,low
1002850,male,30,5,1,0.258358663,0.592,35,12.38356164,0.164,3.23,1,10.6,together,computer services,medium
1002851,male,31,5,1,0.547112462,0.544,9,4.931506849,0.144,3.08,0,10.5,together,human resources,medium
1002852,female,35,9,1,0.319148936,1.104,13,8.109589041,0.58,3.26,1,9.9,together,computer services,medium
1002853,male,30,6,1,1.975683891,0.848,31,13.47945205,0.708,3.09,1,9.3,together,computer services,medium
1002854,female,29,11,0,0.319148936,0.768,4,1.205479452,0.448,3.44,1,10.8,together,computer services,medium
1002855,male,35,8,1,1.382978723,0.464,20,13.69863014,0.6,3.12,0,10.1,together,sales,medium
1002856,male,31,5,1,1.952887538,0.768,30,17.64383562,0.86,3.44,0,9.5,together,sales,medium
1002857,male,27,4,1,0.167173252,0.8,97,19.17808219,0.099,3.44,1,11.1,together,accounting,medium
1002858,male,30,8,1,1.246200608,0.688,28,10.73972603,0.234,2.99,0,11.4,together,marketing,medium
1002859,male,30,9,1,1.823708207,0.896,23,19.06849315,0.86,3.31,1,9.3,together,marketing,low
1002860,male,28,6,1,0.638297872,0.608,13,10.4109589,-0.102,2.97,1,13.1,together,finances,medium
1002861,male,33,2,1,1.565349544,0.624,41,10.73972603,0.564,3.19,0,9.8,together,sales,high
1002862,female,34,13,0,0.273556231,1.6,8,2.520547945,0.61,3.3,1,9.6,together,sales,low
1002863,male,31,6,1,0.425531915,0.4,37,11.7260274,0.159,3.31,1,11.3,together,marketing,medium
1002864,male,37,5,1,0.258358663,0.528,36,14.90410959,0.316,3.44,1,10.4,married,sales,medium
1002865,male,31,5,1,0.37993921,2.752,63,17.31506849,0.37,3.11,0,9.4,together,marketing,medium
1002866,female,47,9,1,0.623100304,1.472,11,2.630136986,0.745,3.29,1,12,married,sales,medium
1002867,male,34,4,1,0.243161094,0.544,29,12.93150685,0.17,3.3,1,11,together,sales,high
1002868,male,30,6,1,0.699088146,0.864,22,14.24657534,0.193,3.2,0,12,together,sales,medium
1002869,male,32,7,1,1.003039514,0.832,28,17.09589041,0.55,3.14,0,9.6,together,sales,low
1002870,male,38,14,1,0.319148936,0.752,17,15.12328767,0.5,3.22,1,10.8,married,sales,low
1002871,male,26,6,0,0.972644377,0.688,34,15.56164384,0.382,3.14,0,9.8,together,computer services,low
1002872,male,27,3,1,0.881458967,0.656,53,16.98630137,0.45,3.52,0,10.5,together,computer services,medium
1002873,female,30,13,1,0.273556231,1.296,14,3.397260274,0.689,3.59,1,9.8,together,sales,low
1002874,male,28,5,1,0.227963526,0.56,17,9.095890411,0.076,3.32,0,11.1,together,sales,medium
1002875,male,27,5,1,0.303951368,0.528,28,10.08219178,0.225,3.39,1,10.9,together,sales,medium
1002876,male,37,4,1,0.182370821,0.528,20,7.890410959,0.22,3.12,0,10.5,married,human resources,medium
1002877,male,33,3,1,2.234042553,0.816,29,16.32876712,0.792,2.96,0,9,together,sales,medium
1002878,male,30,5,1,0.683890578,3.84,61,19.06849315,0.48,3.12,0,9.4,together,sales,low
1002879,male,32,8,1,1.70212766,0.688,40,15.56164384,0.75,3.14,0,8.7,together,sales,low
1002880,male,28,3,1,0.227963526,0.4,43,12.82191781,0.28,3.46,1,9.7,together,finances,medium
1002881,male,34,7,1,0.790273556,0.64,45,17.8630137,0.25,3.3,0,12.4,together,sales,medium
1002882,male,28,6,1,0.349544073,0.816,23,16.10958904,0.4,3.23,1,10.3,together,marketing,medium
1002883,male,31,5,1,1.914893617,0.848,44,19.94520548,0.802,3.42,0,9.7,together,human resources,low
1002884,male,35,6,1,0.182370821,0.608,21,12.60273973,0.4,3.16,1,10,together,sales,medium
1002885,female,41,8,2,0.334346505,1.488,9,4.602739726,0.86,3.54,1,10.5,married,sales,low
1002886,male,34,4,1,2.629179331,0.88,32,21.5890411,1.02,3.13,0,9,together,human resources,medium
1002887,male,30,4,1,0.775075988,1.552,21,11.50684932,0.39,3.07,0,9.6,together,marketing,low
1002888,male,30,4,1,0.258358663,0.56,39,15.78082192,0.27,3.49,1,10.5,together,sales,medium
1002889,male,34,4,1,1.41337386,0.48,26,14.46575342,0.4,2.99,0,11,together,sales,medium
1002890,male,33,4,1,0.303951368,0.624,43,20.60273973,0.11,3.3,0,12,together,accounting,medium
1002891,male,33,6,1,0.94224924,0.768,31,24.98630137,0.57,3.23,1,9.4,together,sales,medium
1002892,male,33,5,1,1.565349544,0.656,66,29.80821918,0.69,3.17,1,9.1,together,human resources,medium
1002893,male,26,2,1,0.440729483,0.704,21,8,-0.104,3.17,0,12.9,together,finances,high
1002894,female,34,13,0,0.303951368,1.344,6,2.520547945,0.83,3.61,1,9.9,together,human resources,medium
1002895,male,36,6,1,0.653495441,0.816,25,15.56164384,0.39,3.16,0,10.2,married,computer services,low
1002896,male,34,6,1,0.410334347,0.704,34,11.83561644,0.105,3.36,1,12.8,together,finances,high
1002897,male,28,6,1,0.197568389,0.88,42,18.4109589,0.14,3.32,0,11.1,together,sales,medium
1002898,male,33,9,1,2.249240122,0.384,22,15.56164384,0.518,3.12,0,12,together,accounting,high
1002899,male,33,7,0,0.927051672,1.008,47,17.97260274,0.46,3.17,0,10,together,computer services,low
1002900,male,27,6,1,0.623100304,0.48,22,9.424657534,0.062,3.31,0,11.7,together,sales,medium
1002901,female,41,8,1,0.334346505,1.088,12,3.068493151,0.486,3.27,1,12.6,married,sales,medium
1002902,male,38,6,1,1.048632219,0.8,30,10.63013699,0.51,3.26,0,10.1,married,sales,medium
1002903,male,32,6,1,0.516717325,0.56,40,13.36986301,0.024,3.09,0,12.3,together,finances,medium
1002904,female,42,6,1,0.303951368,1.024,12,2.739726027,0.516,3.26,1,11.7,married,human resources,medium
1002905,male,33,3,1,1.124620061,0.832,49,19.94520548,0.58,3.35,1,9.6,together,accounting,medium
1002906,female,37,10,1,0.440729483,1.232,21,4.931506849,0.74,3.49,1,12.1,married,sales,medium
1002907,male,30,7,1,0.531914894,0.576,23,10.08219178,0.136,3.18,0,11.2,together,computer services,medium
1002908,male,28,4,1,0.167173252,0.624,45,13.80821918,0.051,3.31,0,11.6,together,finances,medium
1002909,male,30,6,1,1.079027356,0.768,49,19.61643836,0.528,3.15,0,9.2,together,accounting,low
1002910,female,54,10,1,0.212765957,1.456,6,3.068493151,0.704,3.07,1,10.03333333,married,finances,medium
1002911,male,29,6,1,0.729483283,0.592,36,16.21917808,0.28,3.21,0,10.4,together,computer services,medium
1002912,male,25,5,1,0.197568389,0.528,25,10.63013699,0.06,3.59,0,11,together,computer services,high
1002913,male,33,7,1,0.866261398,0.608,26,10.73972603,0.14,2.93,1,12.5,together,sales,medium
1002914,male,40,5,1,0.09118541,0.672,11,7.780821918,0.26,3.08,0,10.6,married,finances,low
1002915,female,32,12,0,0.288753799,1.28,40,5.917808219,0.683,3.4,1,9.7,together,finances,low
1002916,female,30,13,0,0.319148936,0.72,19,5.260273973,0.49,3.49,0,11.4,together,sales,medium
1002917,male,29,6,1,0.151975684,0.688,50,10.08219178,0.004,3.17,0,11.5,together,sales,medium
1002918,male,32,6,1,3.343465046,0.768,48,18.30136986,1.1,2.93,1,8.7,together,finances,low
1002919,male,28,6,1,1.048632219,0.896,44,22.02739726,0.55,3.19,0,9.1,together,marketing,medium
1002920,female,33,7,1,0.37993921,1.2,41,7.452054795,0.586,3.37,1,10.1,together,accounting,medium
1002921,male,31,5,1,1.291793313,0.576,46,16.76712329,0.576,3.2,0,9.4,together,human resources,medium
1002922,male,27,5,1,0.197568389,0.512,36,10.4109589,-0.111,3.08,1,12.9,together,finances,medium
1002923,female,36,10,0,0.243161094,1.312,21,11.17808219,0.6,3.39,0,9.5,married,sales,low
1002924,female,34,18,0,0.273556231,1.184,20,6.136986301,0.672,3.35,1,9.2,together,marketing,low
1002925,male,31,5,1,0.167173252,1.088,39,13.5890411,0.14,3.34,1,11,together,sales,medium
1002926,male,34,6,1,1.117021277,0.4,51,19.17808219,0.28,3.04,0,11.4,together,accounting,medium
1002927,male,29,8,1,0.896656535,0.64,82.5,28.49315068,0.41,3.12,1,10.1,together,accounting,low
1002928,female,43,10,2,0.516717325,9.76,32,7.561643836,0.96,2.74,2,9.4,married,finances,low
1002929,female,46,11,1,0.364741641,1.488,30,5.698630137,0.71,3.19,1,11.6,married,accounting,medium
1002930,male,28,6,1,0.729483283,0.64,41,11.06849315,-0.032,3.24,1,13.1,together,human resources,medium
1002931,male,43,14,1,0.94224924,0.672,15,10.19178082,0.48,2.89,0,10.1,married,sales,medium
1002932,male,37,9,1,1.88449848,2.688,29,20.82191781,0.91,3.07,1,9.2,married,sales,low
1002933,male,28,6,1,1.626139818,0.576,27,10.73972603,0.521,3.34,1,10.2,together,human resources,medium
1002934,male,36,5,1,0.288753799,0.816,52,21.36986301,0.28,3.23,1,10.9,married,sales,medium
1002935,female,28,10,0,0.334346505,1.472,13,2.849315068,0.647,3.46,0,10,together,sales,low
1002936,male,33,3,1,0.182370821,0.688,21,9.863013699,0.25,3.16,0,11,together,computer services,medium
1002937,male,22,3,1,0.151975684,0.672,35,9.863013699,0.08,3.76,0,11.3,together,sales,medium
1002938,female,28,12,0,0.364741641,1.2,15,5.479452055,0.467,3.58,1,12.5,together,finances,medium
1002939,male,43,4,1,0.364741641,0.864,18,16.54794521,0.52,3.04,0,9.3,married,accounting,low
1002940,male,37,12,1,1.838905775,4.816,24,24.10958904,0.93,2.94,0,9.2,married,finances,low
1002941,male,31,7,1,0.501519757,0.544,29,10.84931507,0.031,3.1,0,12.3,together,marketing,medium
1002942,male,27,8,1,1.139817629,0.432,12,9.643835616,0.07,3.38,0,14,together,computer services,medium
1002943,male,25,8,1,0.592705167,0.496,45,14.24657534,0.072,3.31,1,11.75,together,computer services,medium
1002944,female,46,20,1,0.349544073,1.248,35,16.65753425,0.8,3.25,0,9.4,married,sales,low
1002945,male,37,4,1,0.273556231,0.8,16,9.205479452,0.36,3.15,0,9.8,married,sales,medium
1002946,male,31,3,1,0.243161094,0.416,27,11.94520548,0.34,3.34,1,10.1,together,sales,medium
1002947,female,37,4,1,0.258358663,0.864,7,1.643835616,0.458,3.32,1,11.9,married,human resources,medium
1002948,male,32,7,1,0.759878419,0.432,46,15.67123288,0.24,3.25,0,11.2,together,accounting,medium
1002949,female,38,6,1,0.349544073,1.568,3,0.98630137,0.506,3.27,1,12.3,married,sales,medium
1002950,male,36,5,1,0.577507599,0.592,46,15.23287671,0.116,3.04,0,11.6,married,human resources,medium
1002951,male,27,7,1,0.197568389,0.752,45,11.39726027,0.17,3.33,1,10.6,together,sales,medium
1002952,female,54,6,1,0.258358663,0.864,17,3.506849315,0.686,3.15,1,10.6,married,computer services,medium
1002953,female,48,8,1,0.319148936,1.664,6,1.095890411,0.664,3.12,1,11.8,married,sales,medium
1002954,male,29,5,1,1.854103343,0.784,54,14.57534247,0.52,3.19,0,10.7,together,accounting,medium
1002955,female,33,8,1,0.243161094,1.408,16,4.273972603,0.61,3.34,1,9.2,together,sales,low
1002956,male,48,5,1,0.334346505,0.672,28,17.97260274,0.8,3.19,1,9.7,married,human resources,low
1002957,male,28,6,1,0.759878419,1.248,30,15.23287671,0.494,3.1,0,9,together,computer services,medium
